,userID,friendID
267,21,627
268,21,683
269,21,746
270,21,772
271,21,829
272,21,932
273,21,942
274,21,947
275,21,1008
276,21,1080
277,21,1124
278,21,1188
279,21,1436
280,21,1553
281,21,1689
282,21,1776
284,22,222
285,22,289
286,22,363
287,22,432
288,22,590
289,22,677
290,22,792
291,22,942
292,22,1018
293,22,1114
294,22,1188
295,22,1325
296,22,1401
297,22,1486
298,22,1500
299,22,1820
300,22,1853
301,23,200
302,23,1002
303,23,1482
304,23,1788
305,23,1840
306,24,706
307,24,772
308,24,1762
309,24,1835
310,25,1825
311,26,870
312,27,128
313,27,131
314,27,215
315,27,363
316,27,455
317,27,469
318,27,592
319,27,700
320,27,1032
321,27,1034
322,27,1148
323,27,1166
324,27,1315
325,27,1359
326,27,1436
327,27,1455
328,27,1820
329,28,59
330,28,94
331,28,198
332,28,199
333,28,206
334,28,286
335,28,349
336,28,369
337,28,443
338,28,467
339,28,487
340,28,498
341,28,537
342,28,610
343,28,710
344,28,798
345,28,877
346,28,989
347,28,1062
348,28,1063
349,28,1070
350,28,1106
351,28,1142
352,28,1216
353,28,1368
354,28,1491
355,28,1658
356,28,1889
357,29,822
358,29,1144
359,29,1332
360,29,1343
361,29,1719
362,30,263
363,30,426
364,30,464
365,30,699
366,30,785
367,30,1122
368,30,1603
369,31,1354
370,32,893
371,33,490
372,33,697
373,33,872
374,34,56
375,34,117
376,34,136
377,34,1139
378,34,1498
379,34,1500
380,34,1696
381,35,358
382,36,74
383,36,1029
384,36,1394
385,36,1804
386,37,74
387,37,130
388,37,136
389,37,154
390,37,303
391,37,997
392,37,1260
393,37,1394
394,37,1663
395,37,1804
396,37,1852
397,38,80
398,38,102
399,39,509
400,39,1602
401,40,137
402,40,162
403,40,169
404,40,183
405,40,243
406,40,289
407,40,392
408,40,432
409,40,450
410,40,571
411,40,591
412,40,610
413,40,643
414,40,693
415,40,705
416,40,798
417,40,928
418,40,985
419,40,992
420,40,1066
421,40,1275
422,40,1327
423,40,1347
424,40,1359
425,40,1609
426,40,1807
427,41,298
428,41,453
429,41,893
430,41,1040
431,41,1052
432,41,1131
433,41,1250
434,42,43
435,42,46
436,42,225
437,42,254
438,42,373
439,42,386
440,42,481
441,42,485
442,42,501
443,42,506
444,42,550
445,42,967
446,42,988
447,42,1140
451,43,44
452,43,116
453,43,127
454,43,140
455,43,152
456,43,202
457,43,212
458,43,213
459,43,217
460,43,218
461,43,222
462,43,231
463,43,236
464,43,254
465,43,261
466,43,282
467,43,297
468,43,301
469,43,313
470,43,333
471,43,340
472,43,373
473,43,386
474,43,388
475,43,392
476,43,465
477,43,492
478,43,495
479,43,500
480,43,501
481,43,524
482,43,531
483,43,553
484,43,566
485,43,636
486,43,642
487,43,654
488,43,669
489,43,683
490,43,705
491,43,755
492,43,756
493,43,771
494,43,801
495,43,803
496,43,811
497,43,816
498,43,840
499,43,857
500,43,938
501,43,964
502,43,988
503,43,1037
504,43,1045
505,43,1140
506,43,1161
507,43,1185
508,43,1228
509,43,1235
510,43,1239
511,43,1277
512,43,1308
513,43,1313
514,43,1336
515,43,1416
516,43,1445
517,43,1469
518,43,1476
519,43,1510
520,43,1522
521,43,1570
522,43,1634
523,43,1644
524,43,1697
525,43,1710
526,43,1760
527,43,1776
528,43,1805
529,43,1818
530,43,1836
531,43,1851
533,44,55
534,44,127
535,44,231
536,44,278
537,44,363
538,44,373
539,44,408
540,44,439
541,44,706
542,44,772
543,44,902
544,44,1008
545,44,1045
546,44,1306
547,44,1313
548,44,1327
549,44,1329
550,44,1416
551,44,1447
552,44,1476
553,44,1522
554,44,1818
555,45,55
556,45,202
557,45,254
558,45,386
559,45,467
560,45,485
561,45,521
562,45,681
563,45,683
564,45,885
565,45,929
566,45,938
567,45,947
568,45,1137
569,45,1216
570,45,1336
571,45,1409
572,45,1416
573,45,1457
574,45,1487
575,45,1676
576,45,1679
577,45,1782
579,46,83
580,46,128
581,46,169
582,46,180
583,46,236
584,46,290
585,46,307
586,46,386
587,46,502
588,46,524
589,46,531
590,46,534
591,46,643
592,46,675
593,46,787
594,46,817
595,46,917
596,46,922
597,46,980
598,46,1008
599,46,1018
600,46,1139
601,46,1140
602,46,1207
603,46,1212
604,46,1228
605,46,1295
606,46,1296
607,46,1325
608,46,1365
609,46,1394
610,46,1411
611,46,1445
612,46,1472
613,46,1580
614,46,1627
615,46,1697
616,46,1766
617,46,1786
618,46,1867
619,47,120
620,47,185
621,47,278
622,47,664
623,47,738
624,47,772
625,47,1144
626,47,1359
627,48,56
628,48,102
629,48,122
630,48,151
631,48,190
632,48,196
633,48,318
634,48,368
635,48,459
636,48,467
637,48,498
638,48,512
639,48,629
640,48,661
641,48,682
642,48,701
643,48,798
644,48,803
645,48,892
646,48,935
647,48,1107
648,48,1144
649,48,1164
650,48,1169
651,48,1249
652,48,1379
653,48,1381
654,48,1402
655,48,1432
656,48,1508
657,48,1641
658,48,1769
659,48,1772
660,48,1781
661,48,1809
662,49,147
663,49,1569
664,50,115
665,50,217
666,50,289
667,50,363
668,50,378
669,50,656
670,50,798
671,50,1228
672,50,1334
673,50,1359
674,50,1729
675,51,311
676,51,509
677,51,809
678,51,1188
679,51,1504
680,51,1830
681,52,1251
682,53,237
683,53,447
684,53,620
685,53,976
686,53,1040
687,53,1344
688,53,1381
689,53,1443
690,54,96
691,54,124
692,54,127
693,54,140
694,54,187
695,54,190
696,54,212
697,54,219
698,54,230
699,54,329
700,54,359
701,54,496
702,54,740
703,54,784
704,54,867
705,54,870
706,54,875
707,54,904
708,54,965
709,54,1218
710,54,1223
711,54,1375
712,54,1380
713,54,1561
714,54,1604
715,54,1820
716,54,1851
719,55,56
720,55,115
721,55,128
722,55,169
723,55,191
724,55,217
725,55,241
726,55,289
727,55,316
728,55,359
729,55,372
730,55,373
731,55,388
732,55,397
733,55,408
734,55,481
735,55,492
736,55,498
737,55,500
738,55,502
739,55,533
740,55,553
741,55,576
742,55,588
743,55,590
744,55,600
745,55,632
746,55,655
747,55,681
748,55,739
749,55,757
750,55,814
751,55,817
752,55,840
753,55,867
754,55,885
755,55,932
756,55,938
757,55,964
758,55,967
759,55,988
760,55,1018
761,55,1031
762,55,1045
763,55,1050
764,55,1085
765,55,1137
766,55,1176
767,55,1181
768,55,1216
769,55,1220
770,55,1228
771,55,1235
772,55,1254
773,55,1308
774,55,1313
775,55,1317
776,55,1378
777,55,1409
778,55,1457
779,55,1469
780,55,1487
781,55,1504
782,55,1636
783,55,1671
784,55,1689
785,55,1760
786,55,1770
787,55,1782
788,55,1802
789,55,1805
790,55,1818
791,55,1836
792,55,1856
793,55,1868
798,56,183
799,56,248
800,56,349
801,56,362
802,56,396
803,56,404
804,56,410
805,56,423
806,56,424
807,56,450
808,56,467
809,56,487
810,56,577
811,56,607
812,56,643
813,56,707
814,56,772
815,56,830
816,56,891
817,56,898
818,56,915
819,56,972
820,56,1029
821,56,1063
822,56,1106
823,56,1127
824,56,1164
825,56,1190
826,56,1216
827,56,1230
828,56,1232
829,56,1359
830,56,1394
831,56,1447
832,56,1466
833,56,1475
834,56,1567
835,56,1762
836,56,1802
837,56,1807
838,56,1816
839,56,1825
840,56,1835
841,57,74
842,57,995
843,57,1848
844,58,921
845,58,1384
847,59,198
848,59,249
849,59,413
850,59,537
851,59,617
852,59,772
853,59,972
854,59,1063
855,59,1064
856,59,1106
857,59,1121
858,59,1368
859,59,1500
860,59,1559
861,59,1658
862,59,1835
863,59,1874
864,60,81
865,60,109
866,60,628
867,60,689
868,60,702
869,60,804
870,60,823
871,60,873
872,60,904
873,60,1071
874,60,1100
875,60,1144
876,60,1158
877,60,1263
878,60,1781
879,60,1871
880,61,378
881,61,380
882,61,590
883,61,1103
884,61,1466
885,61,1481
886,61,1587
887,61,1721
888,62,113
889,62,1012
890,62,1192
891,62,1454
892,62,1565
893,63,337
894,63,401
895,63,421
896,63,635
897,63,651
898,63,944
899,63,1103
900,63,1144
901,63,1314
902,64,131
903,64,227
904,64,317
905,64,339
906,64,1034
907,64,1075
908,65,159
909,65,575
910,65,1090
911,65,1270
912,66,622
913,66,733
914,66,826
915,66,920
916,66,940
917,66,1420
918,67,200
919,67,824
920,67,1201
921,67,1394
922,68,932
923,68,1137
924,68,1161
925,68,1689
926,69,709
927,69,790
928,69,925
929,69,952
930,69,1102
931,69,1103
932,69,1700
933,69,1858
934,70,497
935,70,1180
936,70,1672
937,70,1878
938,71,282
939,71,294
940,71,358
941,71,439
942,71,626
943,71,1185
944,71,1447
945,71,1485
946,71,1502
947,71,1570
948,71,1676
949,72,492
950,72,677
951,72,1540
952,72,1762
953,73,554
954,73,607
955,73,904
956,73,1555
961,74,87
962,74,100
963,74,101
964,74,107
965,74,130
966,74,147
967,74,149
968,74,180
969,74,238
970,74,240
971,74,245
972,74,338
973,74,409
974,74,415
975,74,417
976,74,423
977,74,437
978,74,473
979,74,479
980,74,486
981,74,512
982,74,514
983,74,516
984,74,609
985,74,618
986,74,647
987,74,670
988,74,680
989,74,745
990,74,747
991,74,764
992,74,777
993,74,810
994,74,837
995,74,838
996,74,843
997,74,853
998,74,855
999,74,862
1000,74,863
1001,74,874
1002,74,939
1003,74,941
1004,74,1004
1005,74,1007
1006,74,1049
1007,74,1077
1008,74,1104
1009,74,1156
1010,74,1167
1011,74,1194
1012,74,1229
1013,74,1260
1014,74,1269
1015,74,1406
1016,74,1421
1017,74,1446
1018,74,1448
1019,74,1460
1020,74,1462
1021,74,1550
1022,74,1553
1023,74,1563
1024,74,1568
1025,74,1598
1026,74,1625
1027,74,1650
1028,74,1663
1029,74,1700
1030,74,1705
1031,74,1707
1032,74,1797
1033,74,1804
1034,74,1807
1035,74,1827
1036,74,1845
1037,74,1862
1038,75,115
1039,75,128
1040,75,138
1041,75,202
1042,75,218
1043,75,241
1044,75,243
1045,75,282
1046,75,289
1047,75,317
1048,75,363
1049,75,373
1050,75,387
1051,75,394
1052,75,408
1053,75,448
1054,75,450
1055,75,454
1056,75,467
1057,75,481
1058,75,498
1059,75,500
1060,75,553
1061,75,675
1062,75,681
1063,75,698
1064,75,707
1065,75,787
1066,75,797
1067,75,867
1068,75,916
1069,75,937
1070,75,1018
1071,75,1138
1072,75,1176
1073,75,1216
1074,75,1218
1075,75,1359
1076,75,1369
1077,75,1569
1078,75,1593
1079,75,1676
1080,75,1760
1081,75,1818
1082,75,1856
1083,75,1880
1085,76,160
1086,76,182
1087,76,211
1088,76,244
1089,76,327
1090,76,544
1091,76,858
1092,76,1178
1093,76,1337
1094,76,1357
1095,76,1444
1096,76,1695
1097,77,849
1098,77,1363
1099,78,1379
1100,79,1215
1101,79,1255
1102,79,1319
1104,80,190
1105,80,823
1106,80,974
1108,81,151
1109,81,211
1110,81,404
1111,81,648
1112,81,769
1113,81,841
1114,81,1144
1115,81,1164
1116,81,1249
1117,81,1344
1118,81,1468
1119,81,1745
1120,82,1280
1121,82,1515
1123,83,294
1124,83,577
1125,83,643
1126,83,717
1127,83,922
1128,83,968
1129,83,1472
1130,83,1867
1131,84,1748
1132,85,146
1133,85,675
1134,86,555
1135,86,702
1136,86,1011
1137,86,1190
1138,86,1434
1139,86,1816
1140,86,1835
1142,87,660
1143,87,745
1144,87,1144
1145,88,593
1146,89,1144
1147,89,1494
1148,89,1542
1149,89,1719
1150,90,492
1151,90,623
1152,90,653
1153,90,888
1154,90,1010
1155,90,1239
1156,91,123
1157,91,400
1158,91,709
1159,91,1103
1160,91,1507
1161,92,1569
1162,93,115
1163,93,187
1164,93,373
1165,93,386
1166,93,481
1167,93,553
1168,93,643
1169,93,653
1170,93,723
1171,93,726
1172,93,1140
1173,93,1488
1176,94,119
1177,94,181
1178,94,198
1179,94,199
1180,94,278
1181,94,284
1182,94,286
1183,94,349
1184,94,369
1185,94,416
1186,94,429
1187,94,467
1188,94,487
1189,94,528
1190,94,537
1191,94,539
1192,94,603
1193,94,617
1194,94,638
1195,94,710
1196,94,714
1197,94,798
1198,94,877
1199,94,1062
1200,94,1063
1201,94,1064
1202,94,1070
1203,94,1106
1204,94,1142
1205,94,1197
1206,94,1216
1207,94,1368
1208,94,1441
1209,94,1482
1210,94,1491
1211,94,1658
1212,94,1874
1213,95,1144
1215,96,187
1216,96,190
1217,96,230
1218,96,496
1219,96,886
1220,96,904
1221,96,996
1222,96,1061
1223,96,1152
1224,96,1257
1225,96,1373
1226,96,1571
1227,96,1826
1228,96,1866
1229,97,1095
1230,97,1749
1231,98,1062
1232,98,1352
1233,99,521
1234,99,619
1235,99,1164
1236,99,1416
1237,99,1472
1238,99,1841
1240,100,123
1241,100,344
1242,100,1625
1247,102,103
1248,102,108
1249,102,221
1250,102,353
1251,102,369
1252,102,457
1253,102,483
1254,102,552
1255,102,572
1256,102,591
1257,102,637
1258,102,663
1259,102,769
1260,102,798
1261,102,1234
1262,102,1346
1263,102,1381
1264,102,1387
1265,102,1405
1266,102,1508
1267,102,1593
1269,103,510
1270,103,542
1271,103,808
1272,103,852
1273,103,1139
1274,103,1394
1275,104,296
1276,104,375
1277,104,428
1278,104,648
1279,104,661
1280,104,841
1281,104,1071
1282,104,1144
1283,104,1190
1284,104,1344
1285,104,1536
1286,105,131
1287,105,215
1288,105,218
1289,105,254
1290,105,311
1291,105,356
1292,105,363
1293,105,533
1294,105,577
1295,105,592
1296,105,642
1297,105,665
1298,105,669
1299,105,723
1300,105,760
1301,105,772
1302,105,792
1303,105,809
1304,105,840
1305,105,978
1306,105,1000
1307,105,1018
1308,105,1181
1309,105,1306
1310,105,1418
1311,105,1450
1312,105,1795
1313,105,1836
1314,105,1858
1315,106,194
1316,106,253
1317,106,323
1318,106,406
1319,106,560
1320,106,721
1321,106,795
1322,106,1359
1323,106,1513
1324,106,1585
1325,106,1682
1327,107,567
1328,107,997
1329,107,1650
1330,107,1663
1332,108,200
1333,108,1032
1334,108,1264
1335,108,1267
1337,109,151
1338,109,296
1339,109,648
1340,109,775
1341,109,813
1342,109,823
1343,109,1144
1344,109,1344
1345,109,1536
1346,109,1704
1347,110,596
1348,110,946
1349,110,1044
1350,110,1157
1351,110,1847
1352,111,215
1353,111,384
1354,111,410
1355,111,851
1356,112,177
1357,112,421
1358,112,530
1359,112,556
1360,112,651
1361,112,709
1362,112,732
1363,112,1103
1364,112,1106
1365,112,1368
1366,112,1814
1368,113,1175
1369,113,1745
1370,114,515
1371,114,832
1372,114,1264
1373,114,1344
1374,114,1394
1379,115,222
1380,115,305
1381,115,372
1382,115,481
1383,115,502
1384,115,517
1385,115,553
1386,115,588
1387,115,590
1388,115,600
1389,115,636
1390,115,642
1391,115,681
1392,115,698
1393,115,702
1394,115,723
1395,115,739
1396,115,740
1397,115,776
1398,115,792
1399,115,840
1400,115,916
1401,115,938
1402,115,1018
1403,115,1045
1404,115,1050
1405,115,1179
1406,115,1181
1407,115,1228
1408,115,1235
1409,115,1239
1410,115,1275
1411,115,1308
1412,115,1317
1413,115,1378
1414,115,1591
1415,115,1643
1416,115,1671
1417,115,1697
1418,115,1713
1419,115,1851
1421,116,137
1422,116,219
1423,116,285
1424,116,340
1425,116,388
1426,116,600
1427,116,702
1428,116,755
1429,116,938
1430,116,966
1431,116,969
1432,116,1045
1433,116,1138
1434,116,1160
1435,116,1249
1436,116,1408
1437,116,1410
1438,116,1416
1439,116,1540
1440,116,1818
1441,116,1837
1444,117,276
1445,117,423
1446,117,460
1447,117,475
1448,117,644
1449,117,812
1450,117,1021
1451,117,1066
1452,117,1113
1453,117,1139
1454,117,1158
1455,117,1164
1456,117,1498
1457,117,1554
1458,117,1613
1459,117,1647
1460,117,1847
1461,118,607
1464,119,198
1465,119,199
1466,119,204
1467,119,247
1468,119,256
1469,119,257
1470,119,369
1471,119,370
1472,119,467
1473,119,487
1474,119,617
1475,119,772
1476,119,798
1477,119,1117
1478,119,1121
1479,119,1165
1480,119,1216
1481,119,1467
1482,119,1482
1483,119,1658
1485,120,278
1486,120,366
1487,120,440
1488,120,648
1489,120,681
1490,120,703
1491,120,738
1492,120,822
1493,120,1359
1494,120,1376
1495,120,1403
1496,120,1494
1497,120,1536
1498,120,1543
1499,120,1655
1500,120,1704
1501,121,791
1502,121,1008
1503,121,1034
1504,121,1436
1505,121,1628
1508,122,288
1509,122,296
1510,122,341
1511,122,403
1512,122,682
1513,122,915
1514,122,1012
1515,122,1030
1516,122,1092
1517,122,1144
1518,122,1164
1519,122,1213
1520,122,1238
1521,122,1344
1522,122,1394
1523,122,1502
1524,122,1507
1525,122,1702
1526,122,1720
1527,122,1788
1528,122,1802
1529,122,1841
1530,122,1881
1533,123,135
1534,123,205
1535,123,257
1536,123,401
1537,123,407
1538,123,455
1539,123,482
1540,123,529
1541,123,607
1542,123,635
1543,123,666
1544,123,709
1545,123,732
1546,123,810
1547,123,883
1548,123,1020
1549,123,1097
1550,123,1103
1551,123,1106
1552,123,1431
1553,123,1456
1554,123,1459
1555,123,1572
1556,123,1686
1557,123,1708
1558,123,1719
1559,123,1740
1560,123,1763
1561,123,1784
1564,124,125
1565,124,138
1566,124,155
1567,124,169
1568,124,218
1569,124,222
1570,124,231
1571,124,239
1572,124,254
1573,124,259
1574,124,289
1575,124,318
1576,124,359
1577,124,363
1578,124,394
1579,124,408
1580,124,420
1581,124,450
1582,124,466
1583,124,471
1584,124,492
1585,124,566
1586,124,568
1587,124,577
1588,124,590
1589,124,669
1590,124,681
1591,124,683
1592,124,724
1593,124,756
1594,124,757
1595,124,772
1596,124,840
1597,124,932
1598,124,942
1599,124,958
1600,124,975
1601,124,978
1602,124,1000
1603,124,1008
1604,124,1034
1605,124,1045
1606,124,1046
1607,124,1050
1608,124,1080
1609,124,1181
1610,124,1182
1611,124,1190
1612,124,1209
1613,124,1228
1614,124,1281
1615,124,1306
1616,124,1313
1617,124,1336
1618,124,1347
1619,124,1359
1620,124,1404
1621,124,1445
1622,124,1485
1623,124,1491
1624,124,1497
1625,124,1588
1626,124,1591
1627,124,1595
1628,124,1597
1629,124,1606
1630,124,1643
1631,124,1644
1632,124,1710
1633,124,1768
1634,124,1795
1635,124,1836
1636,124,1858
1638,125,140
1639,125,222
1640,125,227
1641,125,239
1642,125,254
1643,125,318
1644,125,359
1645,125,378
1646,125,466
1647,125,576
1648,125,627
1649,125,734
1650,125,771
1651,125,978
1652,125,981
1653,125,1034
1654,125,1181
1655,125,1182
1656,125,1404
1657,125,1591
1658,125,1710
1659,125,1858
1660,126,1098
1661,126,1532
1665,127,140
1666,127,212
1667,127,282
1668,127,392
1669,127,531
1670,127,642
1671,127,717
1672,127,756
1673,127,757
1674,127,771
1675,127,967
1676,127,1008
1677,127,1045
1678,127,1085
1679,127,1140
1680,127,1176
1681,127,1228
1682,127,1298
1683,127,1375
1684,127,1409
1685,127,1473
1686,127,1488
1687,127,1570
1688,127,1597
1689,127,1644
1690,127,1676
1691,127,1818
1692,127,1820
1693,127,1851
1699,128,131
1700,128,140
1701,128,152
1702,128,155
1703,128,202
1704,128,213
1705,128,236
1706,128,290
1707,128,310
1708,128,313
1709,128,348
1710,128,372
1711,128,387
1712,128,397
1713,128,465
1714,128,481
1715,128,531
1716,128,534
1717,128,771
1718,128,817
1719,128,857
1720,128,867
1721,128,888
1722,128,965
1723,128,981
1724,128,988
1725,128,1028
1726,128,1034
1727,128,1148
1728,128,1160
1729,128,1207
1730,128,1285
1731,128,1408
1732,128,1409
1733,128,1416
1734,128,1439
1735,128,1476
1736,128,1522
1737,128,1561
1738,128,1592
1739,128,1612
1740,128,1628
1741,128,1636
1742,128,1697
1743,128,1826
1744,128,1864
1745,129,140
1746,129,212
1747,129,254
1748,129,310
1749,129,363
1750,129,492
1751,129,495
1752,129,498
1753,129,816
1754,129,817
1755,129,967
1756,129,1094
1757,129,1140
1758,129,1186
1759,129,1277
1760,129,1336
1761,129,1359
1762,129,1380
1763,129,1818
1766,130,303
1767,130,473
1768,130,1207
1769,130,1443
1770,130,1790
1771,130,1804
1778,131,139
1779,131,215
1780,131,236
1781,131,239
1782,131,254
1783,131,267
1784,131,290
1785,131,307
1786,131,339
1787,131,348
1788,131,363
1789,131,394
1790,131,458
1791,131,466
1792,131,509
1793,131,669
1794,131,675
1795,131,709
1796,131,750
1797,131,817
1798,131,834
1799,131,868
1800,131,916
1801,131,969
1802,131,978
1803,131,980
1804,131,1118
1805,131,1140
1806,131,1148
1807,131,1188
1808,131,1191
1809,131,1212
1810,131,1248
1811,131,1298
1812,131,1306
1813,131,1324
1814,131,1336
1815,131,1369
1816,131,1371
1817,131,1409
1818,131,1416
1819,131,1418
1820,131,1437
1821,131,1525
1822,131,1818
1823,131,1880
1824,132,1655
1825,132,1724
1826,132,1864
1827,133,154
1828,133,362
1829,133,857
1830,133,904
1831,133,1710
1832,133,1713
1833,133,1801
1834,134,562
1835,134,1103
1836,134,1338
1838,135,666
1839,135,1103
1842,136,173
1843,136,247
1844,136,252
1845,136,257
1846,136,380
1847,136,400
1848,136,401
1849,136,422
1850,136,423
1851,136,449
1852,136,482
1853,136,504
1854,136,534
1855,136,556
1856,136,618
1857,136,635
1858,136,670
1859,136,742
1860,136,772
1861,136,936
1862,136,952
1863,136,1029
1864,136,1048
1865,136,1056
1866,136,1080
1867,136,1103
1868,136,1123
1869,136,1134
1870,136,1139
1871,136,1144
1872,136,1237
1873,136,1249
1874,136,1260
1875,136,1271
1876,136,1322
1877,136,1368
1878,136,1392
1879,136,1393
1880,136,1446
1881,136,1481
1882,136,1601
1883,136,1700
1884,136,1715
1885,136,1736
1886,136,1793
1887,136,1825
1888,136,1852
1893,137,138
1894,137,151
1895,137,189
1896,137,243
1897,137,264
1898,137,289
1899,137,296
1900,137,333
1901,137,341
1902,137,361
1903,137,363
1904,137,404
1905,137,413
1906,137,423
1907,137,426
1908,137,577
1909,137,590
1910,137,635
1911,137,644
1912,137,693
1913,137,702
1914,137,703
1915,137,757
1916,137,758
1917,137,787
1918,137,790
1919,137,798
1920,137,840
1921,137,852
1922,137,864
1923,137,869
1924,137,878
1925,137,916
1926,137,994
1927,137,996
1928,137,1002
1929,137,1019
1930,137,1044
1931,137,1054
1932,137,1066
1933,137,1106
1934,137,1136
1935,137,1139
1936,137,1140
1937,137,1142
1938,137,1144
1939,137,1164
1940,137,1166
1941,137,1301
1942,137,1359
1943,137,1435
1944,137,1466
1945,137,1595
1946,137,1686
1947,137,1689
1948,137,1721
1949,137,1736
1950,137,1784
1951,137,1807
1952,137,1810
1953,137,1847
1954,137,1871
1958,138,140
1959,138,202
1960,138,217
1961,138,222
1962,138,243
1963,138,289
1964,138,301
1965,138,332
1966,138,355
1967,138,378
1968,138,454
1969,138,467
1970,138,517
1971,138,636
1972,138,642
1973,138,675
1974,138,681
1975,138,705
1976,138,840
1977,138,1018
1978,138,1137
1979,138,1161
1980,138,1181
1981,138,1228
1982,138,1359
1983,138,1595
1984,138,1782
1987,139,144
1988,139,155
1989,139,209
1990,139,218
1991,139,227
1992,139,267
1993,139,290
1994,139,339
1995,139,388
1996,139,392
1997,139,471
1998,139,509
1999,139,553
2000,139,566
2001,139,577
2002,139,634
2003,139,677
2004,139,707
2005,139,787
2006,139,916
2007,139,1008
2008,139,1011
2009,139,1043
2010,139,1281
2011,139,1285
2012,139,1306
2013,139,1369
2014,139,1391
2015,139,1415
2016,139,1469
2017,139,1504
2018,139,1588
2019,139,1597
2020,139,1655
2021,139,1710
2022,139,1729
2023,139,1766
2024,139,1820
2025,139,1858
2034,140,152
2035,140,169
2036,140,212
2037,140,213
2038,140,222
2039,140,289
2040,140,363
2041,140,386
2042,140,394
2043,140,450
2044,140,481
2045,140,501
2046,140,626
2047,140,677
2048,140,698
2049,140,756
2050,140,757
2051,140,816
2052,140,914
2053,140,948
2054,140,958
2055,140,1037
2056,140,1161
2057,140,1228
2058,140,1281
2059,140,1306
2060,140,1313
2061,140,1321
2062,140,1329
2063,140,1336
2064,140,1412
2065,140,1522
2066,140,1525
2067,140,1556
2068,140,1570
2069,140,1597
2070,140,1697
2071,140,1713
2072,140,1729
2073,140,1836
2074,140,1837
2075,140,1858
2076,141,218
2077,141,356
2078,141,509
2079,141,533
2080,141,586
2081,141,619
2082,141,665
2083,141,760
2084,141,1039
2085,141,1148
2086,141,1518
2087,141,1864
2088,142,783
2090,143,340
2091,143,341
2092,143,348
2093,143,475
2094,143,807
2095,143,830
2096,143,928
